Museum,Kpi,Number_of_visitors,Date,Comments,Date_Logged,ObjectId,date,self_counts,total_counts,likes_counts,retweet_counts,neutral_counts,positive_counts,negative_counts,Sentiment_value,day,weekend
Bristol Museum,visits,1628.0,2015-09-05,,2017/05/10 14:50:55.966+00,5834,2015-09-05,1.0,2.0,7.0,7.0,0.0,2.0,0.0,0.6605,Saturday,True
Bristol Museum,visits,1253.0,2015-09-06,,2017/05/10 14:50:55.969+00,5787,2015-09-06,3.0,1.0,25.0,14.0,1.0,0.0,0.0,0.0,Sunday,True
Bristol Museum,visits,567.0,2015-09-07,,2017/05/10 14:50:55.973+00,5775,2015-09-07,2.0,7.0,5.0,6.0,7.0,0.0,0.0,0.0,Monday,False
Bristol Museum,visits,410.0,2015-09-08,,2017/05/10 14:50:55.977+00,5763,2015-09-08,0.0,1.0,0.0,0.0,0.0,0.0,1.0,-0.4767,Tuesday,False
Bristol Museum,visits,550.0,2015-09-09,,2017/05/10 14:50:55.980+00,6000,2015-09-09,3.0,1.0,5.0,11.0,0.0,0.0,1.0,-0.5994,Wednesday,False
Bristol Museum,visits,567.0,2015-09-10,,2017/05/10 14:50:55.984+00,5994,2015-09-10,2.0,2.0,3.0,4.0,2.0,0.0,0.0,0.0,Thursday,False
Bristol Museum,visits,918.0,2015-09-11,,2017/05/10 14:50:55.988+00,5988,2015-09-11,2.0,1.0,5.0,2.0,0.0,1.0,0.0,0.3612,Friday,False
Bristol Museum,visits,3848.0,2015-09-12,,2017/05/10 14:50:55.991+00,5982,2015-09-12,1.0,0.0,2.0,6.0,0.0,0.0,0.0,,Saturday,True
Bristol Museum,visits,1312.0,2015-09-13,,2017/05/10 14:50:55.995+00,5976,2015-09-13,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.7992,Sunday,True
Bristol Museum,visits,782.0,2015-09-14,,2017/05/10 14:50:55.999+00,5940,2015-09-14,2.0,0.0,5.0,5.0,0.0,0.0,0.0,,Monday,False
Bristol Museum,visits,524.0,2015-09-15,,2017/05/10 14:50:56.003+00,5922,,,,,,,,,,,False
Bristol Museum,visits,712.0,2015-09-16,,2017/05/10 14:50:56.006+00,5866,2015-09-16,7.0,7.0,15.0,25.0,0.0,1.0,6.0,-0.34838571428571435,Wednesday,False
Bristol Museum,visits,607.0,2015-09-17,,2017/05/10 14:50:56.010+00,5842,2015-09-17,0.0,29.0,25.0,25.0,18.0,1.0,10.0,-0.17252758620689657,Thursday,False
Bristol Museum,visits,747.0,2015-09-18,,2017/05/10 14:50:56.014+00,5696,2015-09-18,1.0,9.0,3.0,3.0,8.0,0.0,1.0,-0.05673333333333334,Friday,False
Bristol Museum,visits,1592.0,2015-09-19,,2017/05/10 14:50:56.017+00,5690,2015-09-19,1.0,2.0,3.0,2.0,1.0,1.0,0.0,0.26335,Saturday,True
Bristol Museum,visits,978.0,2015-09-20,,2017/05/10 14:50:56.021+00,5684,2015-09-20,1.0,4.0,1.0,2.0,2.0,0.0,2.0,-0.2553,Sunday,True
Bristol Museum,visits,890.0,2015-09-21,,2017/05/10 14:50:56.025+00,5678,2015-09-21,1.0,0.0,1.0,3.0,0.0,0.0,0.0,,Monday,False
Bristol Museum,visits,888.0,2015-09-22,,2017/05/10 14:50:56.029+00,5672,2015-09-22,5.0,2.0,2.0,2.0,1.0,0.0,1.0,-0.2553,Tuesday,False
Bristol Museum,visits,278.0,2015-09-23,,2017/05/10 14:50:56.032+00,5666,2015-09-23,2.0,4.0,2.0,6.0,3.0,0.0,1.0,-0.14985,Wednesday,False
Bristol Museum,visits,509.0,2015-09-24,,2017/05/10 14:50:56.036+00,5660,2015-09-24,1.0,4.0,3.0,5.0,1.0,3.0,0.0,0.372825,Thursday,False
Bristol Museum,visits,684.0,2015-09-25,,2017/05/10 14:50:56.039+00,5654,2015-09-25,2.0,1.0,11.0,9.0,0.0,1.0,0.0,0.5719,Friday,False
Bristol Museum,visits,1049.0,2015-09-26,,2017/05/10 14:50:56.043+00,5905,2015-09-26,4.0,1.0,4.0,6.0,1.0,0.0,0.0,0.0,Saturday,True
Bristol Museum,visits,1072.0,2015-09-27,,2017/05/10 14:50:56.047+00,5899,2015-09-27,3.0,2.0,9.0,20.0,1.0,1.0,0.0,0.41565,Sunday,True
Bristol Museum,visits,643.0,2015-09-28,,2017/05/10 14:50:56.050+00,5893,2015-09-28,2.0,16.0,5.0,4.0,16.0,0.0,0.0,0.0,Monday,False
Bristol Museum,visits,500.0,2015-09-29,,2017/05/10 14:50:56.054+00,5887,2015-09-29,2.0,0.0,4.0,6.0,0.0,0.0,0.0,,Tuesday,False
Bristol Museum,visits,365.0,2015-09-30,,2017/05/10 14:50:56.057+00,5881,2015-09-30,4.0,1.0,1.0,3.0,0.0,1.0,0.0,0.2263,Wednesday,False
Bristol Museum,visits,397.0,2015-10-01,,2017/05/10 14:50:56.060+00,5875,2015-10-01,0.0,3.0,1.0,5.0,1.0,2.0,0.0,0.4166,Thursday,False
Bristol Museum,visits,869.0,2015-10-02,,2017/05/10 14:50:56.064+00,5860,2015-10-02,1.0,0.0,0.0,1.0,0.0,0.0,0.0,,Friday,False
Bristol Museum,visits,1259.0,2015-10-03,,2017/05/10 14:50:56.067+00,5836,2015-10-03,1.0,0.0,1.0,4.0,0.0,0.0,0.0,,Saturday,True
Bristol Museum,visits,881.0,2015-10-04,,2017/05/10 14:50:56.070+00,5650,2015-10-04,4.0,3.0,7.0,8.0,3.0,0.0,0.0,0.0,Sunday,True
Bristol Museum,visits,0.0,2015-10-05,,2017/05/10 14:50:56.074+00,5644,2015-10-05,3.0,0.0,0.0,3.0,0.0,0.0,0.0,,Monday,False
Bristol Museum,visits,555.0,2015-10-06,,2017/05/10 14:50:56.078+00,5638,2015-10-06,3.0,2.0,3.0,7.0,2.0,0.0,0.0,0.0,Tuesday,False
Bristol Museum,visits,550.0,2015-10-07,,2017/05/10 14:50:56.081+00,5632,2015-10-07,6.0,1.0,13.0,8.0,1.0,0.0,0.0,0.0,Wednesday,False
Bristol Museum,visits,562.0,2015-10-08,,2017/05/10 14:50:56.085+00,5626,2015-10-08,3.0,4.0,11.0,12.0,1.0,0.0,3.0,-0.325375,Thursday,False
Bristol Museum,visits,509.0,2015-10-09,,2017/05/10 14:50:56.094+00,5620,2015-10-09,3.0,0.0,8.0,19.0,0.0,0.0,0.0,,Friday,False
Bristol Museum,visits,1538.0,2015-10-10,,2017/05/10 14:50:56.098+00,5614,2015-10-10,2.0,2.0,8.0,5.0,1.0,1.0,0.0,0.20095,Saturday,True
Bristol Museum,visits,1256.0,2015-10-11,,2017/05/10 14:50:56.101+00,5608,2015-10-11,1.0,1.0,3.0,3.0,0.0,1.0,0.0,0.5106,Sunday,True
Bristol Museum,visits,527.0,2015-10-12,,2017/05/10 14:50:56.105+00,5602,2015-10-12,2.0,2.0,0.0,2.0,0.0,0.0,2.0,-0.6833,Monday,False
Bristol Museum,visits,580.0,2015-10-13,,2017/05/10 14:50:56.108+00,5967,2015-10-13,4.0,3.0,13.0,10.0,1.0,0.0,2.0,-0.3996,Tuesday,False
Bristol Museum,visits,442.0,2015-10-14,,2017/05/10 14:50:56.112+00,5961,2015-10-14,4.0,4.0,23.0,29.0,1.0,3.0,0.0,0.38295,Wednesday,False
Bristol Museum,visits,569.0,2015-10-15,,2017/05/10 14:50:56.116+00,5955,2015-10-15,5.0,3.0,10.0,9.0,2.0,1.0,0.0,0.16463333333333333,Thursday,False
Bristol Museum,visits,665.0,2015-10-16,,2017/05/10 14:50:56.119+00,5945,2015-10-16,4.0,4.0,17.0,20.0,0.0,2.0,2.0,0.215675,Friday,False
Bristol Museum,visits,545.0,2015-10-17,,2017/05/10 14:50:56.123+00,5927,2015-10-17,3.0,7.0,24.0,22.0,3.0,2.0,2.0,-0.02568571428571431,Saturday,True
Bristol Museum,visits,820.0,2015-10-18,,2017/05/10 14:50:56.127+00,5909,2015-10-18,1.0,0.0,2.0,0.0,0.0,0.0,0.0,,Sunday,True
Bristol Museum,visits,627.0,2015-10-19,,2017/05/10 14:50:56.130+00,5851,2015-10-19,2.0,2.0,3.0,0.0,0.0,2.0,0.0,0.2263,Monday,False
Bristol Museum,visits,640.0,2015-10-20,,2017/05/10 14:50:56.134+00,5829,2015-10-20,2.0,4.0,6.0,9.0,0.0,3.0,1.0,0.44405,Tuesday,False
Bristol Museum,visits,931.0,2015-10-21,,2017/05/10 14:50:56.138+00,5817,2015-10-21,2.0,3.0,14.0,13.0,1.0,0.0,2.0,-0.3996,Wednesday,False
Bristol Museum,visits,865.0,2015-10-22,,2017/05/10 14:50:56.141+00,5811,2015-10-22,3.0,2.0,9.0,14.0,0.0,0.0,2.0,-0.84175,Thursday,False
Bristol Museum,visits,1115.0,2015-10-23,,2017/05/10 14:50:56.145+00,5805,2015-10-23,9.0,2.0,11.0,17.0,0.0,0.0,2.0,-0.2889,Friday,False
Bristol Museum,visits,3181.0,2015-10-24,,2017/05/10 14:50:56.149+00,5799,2015-10-24,8.0,5.0,29.0,29.0,2.0,1.0,2.0,-0.12828,Saturday,True
Bristol Museum,visits,2165.0,2015-10-25,,2017/05/10 14:50:56.152+00,5793,2015-10-25,3.0,15.0,3.0,5.0,2.0,1.0,12.0,-0.47437333333333337,Sunday,True
Bristol Museum,visits,1614.0,2015-10-26,,2017/05/10 14:50:56.156+00,5784,2015-10-26,10.0,6.0,25.0,18.0,1.0,2.0,3.0,0.02541666666666666,Monday,False
Bristol Museum,visits,1481.0,2015-10-27,,2017/05/10 14:50:56.160+00,5772,2015-10-27,5.0,6.0,11.0,16.0,4.0,0.0,2.0,-0.2446,Tuesday,False
Bristol Museum,visits,1315.0,2015-10-28,,2017/05/10 14:50:56.163+00,5760,2015-10-28,6.0,28.0,26.0,14.0,0.0,7.0,21.0,-0.12835357142857143,Wednesday,False
Bristol Museum,visits,1881.0,2015-10-29,,2017/05/10 14:50:56.167+00,5424,2015-10-29,7.0,18.0,24.0,22.0,2.0,5.0,11.0,-0.04002222222222221,Thursday,False
Bristol Museum,visits,1524.0,2015-10-30,,2017/05/10 14:50:56.171+00,5418,2015-10-30,6.0,1.0,8.0,11.0,0.0,0.0,1.0,-0.296,Friday,False
Bristol Museum,visits,3457.0,2015-10-31,,2017/05/10 14:50:56.174+00,5412,2015-10-31,10.0,5.0,21.0,18.0,0.0,4.0,1.0,0.15876,Saturday,True
Bristol Museum,visits,1326.0,2015-11-01,,2017/05/10 14:50:56.178+00,5406,2015-11-01,2.0,6.0,10.0,6.0,2.0,3.0,1.0,0.16648333333333332,Sunday,True
Bristol Museum,visits,916.0,2015-11-02,,2017/05/10 14:50:56.182+00,5400,2015-11-02,1.0,5.0,2.0,1.0,0.0,0.0,5.0,-0.47804,Monday,False
Bristol Museum,visits,849.0,2015-11-03,,2017/05/10 14:50:56.185+00,5389,2015-11-03,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.4939,Tuesday,False
Bristol Museum,visits,821.0,2015-11-04,,2017/05/10 14:50:56.189+00,5365,2015-11-04,1.0,3.0,4.0,5.0,1.0,0.0,2.0,-0.3996,Wednesday,False
Bristol Museum,visits,737.0,2015-11-05,,2017/05/10 14:50:56.192+00,5291,2015-11-05,6.0,1.0,14.0,19.0,0.0,1.0,0.0,0.3724,Thursday,False
Bristol Museum,visits,979.0,2015-11-06,,2017/05/10 14:50:56.196+00,5262,2015-11-06,2.0,1.0,21.0,11.0,0.0,1.0,0.0,0.6369,Friday,False
Bristol Museum,visits,1359.0,2015-11-07,,2017/05/10 14:50:56.200+00,5548,2015-11-07,1.0,3.0,5.0,3.0,0.0,1.0,2.0,-0.18823333333333334,Saturday,True
Bristol Museum,visits,1611.0,2015-11-08,,2017/05/10 14:50:56.204+00,5518,2015-11-08,0.0,3.0,0.0,0.0,1.0,0.0,2.0,-0.28313333333333335,Sunday,True
Bristol Museum,visits,755.0,2015-11-09,,2017/05/10 14:50:56.208+00,5488,2015-11-09,3.0,2.0,4.0,1.0,1.0,1.0,0.0,0.2294,Monday,False
Bristol Museum,visits,669.0,2015-11-10,,2017/05/10 14:50:56.212+00,5458,2015-11-10,2.0,2.0,6.0,9.0,1.0,1.0,0.0,0.0258,Tuesday,False
Bristol Museum,visits,434.0,2015-11-11,,2017/05/10 14:50:56.215+00,5428,2015-11-11,5.0,2.0,7.0,6.0,1.0,1.0,0.0,0.1806,Wednesday,False
Bristol Museum,visits,881.0,2015-11-12,,2017/05/10 14:50:56.219+00,5370,2015-11-12,3.0,2.0,22.0,34.0,1.0,1.0,0.0,0.2294,Thursday,False
Bristol Museum,visits,789.0,2015-11-13,,2017/05/10 14:50:56.222+00,5304,2015-11-13,3.0,3.0,13.0,11.0,1.0,2.0,0.0,0.37000000000000005,Friday,False
Bristol Museum,visits,2464.0,2015-11-14,,2017/05/10 14:50:56.229+00,5270,2015-11-14,1.0,5.0,4.0,0.0,3.0,0.0,2.0,-0.24708000000000002,Saturday,True
Bristol Museum,visits,1988.0,2015-11-15,,2017/05/10 14:50:56.232+00,5591,2015-11-15,1.0,0.0,1.0,5.0,0.0,0.0,0.0,,Sunday,True
Bristol Museum,visits,468.0,2015-11-16,,2017/05/10 14:50:56.236+00,5579,2015-11-16,0.0,1.0,2.0,1.0,0.0,1.0,0.0,0.4003,Monday,False
Bristol Museum,visits,612.0,2015-11-17,,2017/05/10 14:50:56.240+00,5561,2015-11-17,1.0,1.0,4.0,4.0,0.0,1.0,0.0,0.8126,Tuesday,False
Bristol Museum,visits,491.0,2015-11-18,,2017/05/10 14:50:56.243+00,5535,2015-11-18,3.0,1.0,1.0,2.0,0.0,1.0,0.0,0.7345,Wednesday,False
Bristol Museum,visits,646.0,2015-11-19,,2017/05/10 14:50:56.247+00,5505,2015-11-19,5.0,4.0,9.0,6.0,1.0,1.0,2.0,-0.17205,Thursday,False
Bristol Museum,visits,714.0,2015-11-20,,2017/05/10 14:50:56.250+00,5475,2015-11-20,0.0,5.0,7.0,1.0,3.0,1.0,1.0,0.005099999999999993,Friday,False
Bristol Museum,visits,2342.0,2015-11-21,,2017/05/10 14:50:56.254+00,5449,2015-11-21,0.0,6.0,1.0,1.0,2.0,2.0,2.0,0.00043333333333332263,Saturday,True
Bristol Museum,visits,1840.0,2015-11-22,,2017/05/10 14:50:56.258+00,5392,2015-11-22,1.0,2.0,2.0,1.0,2.0,0.0,0.0,0.0,Sunday,True
Bristol Museum,visits,733.0,2015-11-23,,2017/05/10 14:50:56.261+00,5555,2015-11-23,2.0,3.0,3.0,3.0,1.0,1.0,1.0,0.016066666666666635,Monday,False
Bristol Museum,visits,639.0,2015-11-24,,2017/05/10 14:50:56.265+00,5537,2015-11-24,3.0,2.0,14.0,17.0,1.0,0.0,1.0,-0.2997,Tuesday,False
Bristol Museum,visits,590.0,2015-11-25,,2017/05/10 14:50:56.268+00,5507,2015-11-25,2.0,1.0,7.0,1.0,0.0,0.0,1.0,-0.6369,Wednesday,False
Bristol Museum,visits,422.0,2015-11-26,,2017/05/10 14:50:56.272+00,5479,2015-11-26,1.0,1.0,3.0,10.0,1.0,0.0,0.0,0.0,Thursday,False
Bristol Museum,visits,640.0,2015-11-27,,2017/05/10 14:50:56.276+00,5447,2015-11-27,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,Friday,False
Bristol Museum,visits,2990.0,2015-11-28,,2017/05/10 14:50:56.279+00,5387,2015-11-28,3.0,0.0,9.0,15.0,0.0,0.0,0.0,,Saturday,True
Bristol Museum,visits,1375.0,2015-11-29,,2017/05/10 14:50:56.283+00,5363,2015-11-29,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.3182,Sunday,True
Bristol Museum,visits,579.0,2015-11-30,,2017/05/10 14:50:56.286+00,5284,2015-11-30,0.0,2.0,0.0,0.0,1.0,1.0,0.0,0.23835,Monday,False
Bristol Museum,visits,525.0,2015-12-01,,2017/05/10 14:50:56.289+00,5258,2015-12-01,3.0,1.0,9.0,12.0,1.0,0.0,0.0,0.0,Tuesday,False
Bristol Museum,visits,682.0,2015-12-02,,2017/05/10 14:50:56.293+00,5350,2015-12-02,1.0,2.0,3.0,4.0,2.0,0.0,0.0,0.0,Wednesday,False
Bristol Museum,visits,601.0,2015-12-03,,2017/05/10 14:50:56.297+00,5344,2015-12-03,5.0,0.0,7.0,15.0,0.0,0.0,0.0,,Thursday,False
Bristol Museum,visits,511.0,2015-12-04,,2017/05/10 14:50:56.300+00,5338,2015-12-04,9.0,9.0,31.0,22.0,2.0,5.0,2.0,0.2865111111111111,Friday,False
Bristol Museum,visits,955.0,2015-12-05,,2017/05/10 14:50:56.304+00,5332,2015-12-05,3.0,1.0,10.0,17.0,0.0,0.0,1.0,-0.2023,Saturday,True
Bristol Museum,visits,1928.0,2015-12-06,,2017/05/10 14:50:56.307+00,5326,2015-12-06,4.0,2.0,9.0,4.0,0.0,2.0,0.0,0.7941,Sunday,True
Bristol Museum,visits,570.0,2015-12-07,,2017/05/10 14:50:56.311+00,5320,2015-12-07,1.0,0.0,1.0,5.0,0.0,0.0,0.0,,Monday,False
Bristol Museum,visits,395.0,2015-12-08,,2017/05/10 14:50:56.315+00,5302,2015-12-08,3.0,2.0,6.0,8.0,1.0,1.0,0.0,0.1806,Tuesday,False
Bristol Museum,visits,691.0,2015-12-09,,2017/05/10 14:50:56.318+00,5268,2015-12-09,0.0,2.0,4.0,1.0,1.0,1.0,0.0,0.0191,Wednesday,False
Bristol Museum,visits,261.0,2015-12-10,,2017/05/10 14:50:56.322+00,5560,2015-12-10,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,Thursday,False
Bristol Museum,visits,492.0,2015-12-11,,2017/05/10 14:50:56.326+00,5531,2015-12-11,4.0,2.0,69.0,38.0,2.0,0.0,0.0,0.0,Friday,False
Bristol Museum,visits,1322.0,2015-12-12,,2017/05/10 14:50:56.329+00,5501,2015-12-12,0.0,5.0,1.0,0.0,3.0,2.0,0.0,0.25178,Saturday,True
Bristol Museum,visits,1455.0,2015-12-13,,2017/05/10 14:50:56.333+00,5471,2015-12-13,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,Sunday,True
Bristol Museum,visits,525.0,2015-12-14,,2017/05/10 14:50:56.336+00,5441,2015-12-14,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.4588,Monday,False
Bristol Museum,visits,624.0,2015-12-15,,2017/05/10 14:50:56.340+00,5384,2015-12-15,2.0,0.0,1.0,3.0,0.0,0.0,0.0,,Tuesday,False
Bristol Museum,visits,524.0,2015-12-16,,2017/05/10 14:50:56.344+00,5360,,,,,,,,,,,False
Bristol Museum,visits,534.0,2015-12-17,,2017/05/10 14:50:56.347+00,5287,2015-12-17,1.0,3.0,11.0,17.0,2.0,1.0,0.0,0.1468,Thursday,False
Bristol Museum,visits,495.0,2015-12-18,,2017/05/10 14:50:56.351+00,5251,2015-12-18,1.0,0.0,1.0,2.0,0.0,0.0,0.0,,Friday,False
Bristol Museum,visits,1101.0,2015-12-19,,2017/05/10 14:50:56.355+00,5245,2015-12-19,1.0,1.0,1.0,1.0,0.0,0.0,1.0,-0.2411,Saturday,True
Bristol Museum,visits,821.0,2015-12-20,,2017/05/10 14:50:56.358+00,5239,2015-12-20,2.0,0.0,1.0,1.0,0.0,0.0,0.0,,Sunday,True
Bristol Museum,visits,1289.0,2015-12-21,,2017/05/10 14:50:56.362+00,5233,2015-12-21,4.0,1.0,20.0,17.0,1.0,0.0,0.0,0.0,Monday,False
Bristol Museum,visits,1014.0,2015-12-22,,2017/05/10 14:50:56.366+00,5226,2015-12-22,4.0,1.0,12.0,4.0,0.0,1.0,0.0,0.4019,Tuesday,False
Bristol Museum,visits,709.0,2015-12-23,,2017/05/10 14:50:56.369+00,5220,2015-12-23,2.0,0.0,4.0,1.0,0.0,0.0,0.0,,Wednesday,False
Bristol Museum,visits,485.0,2015-12-24,,2017/05/10 14:50:56.373+00,5214,2015-12-24,2.0,1.0,4.0,2.0,1.0,0.0,0.0,0.0,Thursday,False
Bristol Museum,visits,0.0,2015-12-25,,2017/05/10 14:50:56.376+00,5208,,,,,,,,,,,False
Bristol Museum,visits,0.0,2015-12-26,,2017/05/10 14:50:56.380+00,5202,2015-12-26,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,Saturday,True
Bristol Museum,visits,1221.0,2015-12-27,,2017/05/10 14:50:56.384+00,5596,2015-12-27,2.0,1.0,9.0,8.0,1.0,0.0,0.0,0.0,Sunday,True
Bristol Museum,visits,2215.0,2015-12-28,,2017/05/10 14:50:56.387+00,5584,2015-12-28,3.0,3.0,7.0,6.0,2.0,0.0,1.0,-0.03423333333333333,Monday,False
Bristol Museum,visits,720.0,2015-12-29,,2017/05/10 14:50:56.391+00,5568,2015-12-29,1.0,0.0,3.0,0.0,0.0,0.0,0.0,,Tuesday,False
Bristol Museum,visits,1148.0,2015-12-30,,2017/05/10 14:50:56.395+00,5539,2015-12-30,3.0,2.0,5.0,5.0,1.0,1.0,0.0,0.3348,Wednesday,False
Bristol Museum,visits,685.0,2015-12-31,,2017/05/10 14:50:56.398+00,5509,,,,,,,,,,,False
Bristol Museum,visits,750.0,2016-01-01,,2017/05/10 14:50:56.402+00,5480,2016-01-01,2.0,0.0,3.0,4.0,0.0,0.0,0.0,,Friday,False
Bristol Museum,visits,3002.0,2016-01-02,,2017/05/10 14:50:56.405+00,5445,2016-01-02,2.0,1.0,4.0,5.0,1.0,0.0,0.0,0.0,Saturday,True
Bristol Museum,visits,1825.0,2016-01-03,,2017/05/10 14:50:56.409+00,5307,2016-01-03,3.0,8.0,14.0,12.0,1.0,7.0,0.0,0.513225,Sunday,True
Bristol Museum,visits,1296.0,2016-01-04,,2017/05/10 14:50:56.413+00,4956,2016-01-04,1.0,0.0,2.0,7.0,0.0,0.0,0.0,,Monday,False
Bristol Museum,visits,731.0,2016-01-05,,2017/05/10 14:50:56.416+00,4950,2016-01-05,7.0,0.0,11.0,11.0,0.0,0.0,0.0,,Tuesday,False
Bristol Museum,visits,476.0,2016-01-06,,2017/05/10 14:50:56.420+00,4944,2016-01-06,4.0,2.0,8.0,5.0,1.0,1.0,0.0,0.2294,Wednesday,False
Bristol Museum,visits,493.0,2016-01-07,,2017/05/10 14:50:56.423+00,4938,2016-01-07,2.0,2.0,2.0,2.0,1.0,1.0,0.0,0.26335,Thursday,False
Bristol Museum,visits,749.0,2016-01-08,,2017/05/10 14:50:56.427+00,4932,2016-01-08,1.0,0.0,2.0,1.0,0.0,0.0,0.0,,Friday,False
Bristol Museum,visits,1931.0,2016-01-09,,2017/05/10 14:50:56.431+00,4926,2016-01-09,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,Saturday,True
Bristol Museum,visits,3280.0,2016-01-10,,2017/05/10 14:50:56.434+00,4920,2016-01-10,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,Sunday,True
Bristol Museum,visits,711.0,2016-01-11,,2017/05/10 14:50:56.439+00,4914,2016-01-11,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,Monday,False
Bristol Museum,visits,781.0,2016-01-12,,2017/05/10 14:50:56.443+00,5134,2016-01-12,0.0,3.0,1.0,0.0,1.0,0.0,2.0,-0.29846666666666666,Tuesday,False
Bristol Museum,visits,491.0,2016-01-13,,2017/05/10 14:50:56.446+00,5128,2016-01-13,2.0,0.0,18.0,14.0,0.0,0.0,0.0,,Wednesday,False
Bristol Museum,visits,724.0,2016-01-14,,2017/05/10 14:50:56.450+00,5122,2016-01-14,1.0,4.0,4.0,3.0,1.0,0.0,3.0,-0.467325,Thursday,False
Bristol Museum,visits,744.0,2016-01-15,,2017/05/10 14:50:56.453+00,5116,2016-01-15,6.0,1.0,11.0,9.0,1.0,0.0,0.0,0.0,Friday,False
Bristol Museum,visits,1639.0,2016-01-16,,2017/05/10 14:50:56.457+00,5110,2016-01-16,2.0,4.0,4.0,4.0,0.0,1.0,3.0,-0.15910000000000002,Saturday,True
Bristol Museum,visits,1864.0,2016-01-17,,2017/05/10 14:50:56.461+00,5066,2016-01-17,0.0,3.0,2.0,0.0,1.0,2.0,0.0,0.45906666666666673,Sunday,True
Bristol Museum,visits,930.0,2016-01-18,,2017/05/10 14:50:56.464+00,5042,2016-01-18,7.0,3.0,15.0,11.0,0.0,1.0,2.0,-0.14006666666666667,Monday,False
Bristol Museum,visits,487.0,2016-01-19,,2017/05/10 14:50:56.468+00,4968,2016-01-19,4.0,8.0,36.0,31.0,8.0,0.0,0.0,0.0,Tuesday,False
Bristol Museum,visits,550.0,2016-01-20,,2017/05/10 14:50:56.471+00,4894,2016-01-20,9.0,7.0,32.0,24.0,3.0,1.0,3.0,-0.14391428571428572,Wednesday,False
Bristol Museum,visits,428.0,2016-01-21,,2017/05/10 14:50:56.474+00,5101,2016-01-21,8.0,3.0,10.0,6.0,0.0,1.0,2.0,-0.3738666666666666,Thursday,False
Bristol Museum,visits,1010.0,2016-01-22,,2017/05/10 14:50:56.478+00,5095,2016-01-22,6.0,1.0,4.0,8.0,1.0,0.0,0.0,0.0,Friday,False
Bristol Museum,visits,2287.0,2016-01-23,,2017/05/10 14:50:56.482+00,5089,2016-01-23,3.0,6.0,11.0,7.0,1.0,1.0,4.0,-0.24168333333333336,Saturday,True
Bristol Museum,visits,2514.0,2016-01-24,,2017/05/10 14:50:56.485+00,5083,2016-01-24,1.0,0.0,1.0,0.0,0.0,0.0,0.0,,Sunday,True
Bristol Museum,visits,435.0,2016-01-25,,2017/05/10 14:50:56.489+00,5077,2016-01-25,7.0,7.0,10.0,17.0,4.0,1.0,2.0,-0.11555714285714284,Monday,False
Bristol Museum,visits,778.0,2016-01-26,,2017/05/10 14:50:56.493+00,5068,2016-01-26,18.0,8.0,35.0,28.0,5.0,3.0,0.0,0.20902500000000002,Tuesday,False
Bristol Museum,visits,726.0,2016-01-27,,2017/05/10 14:50:56.496+00,5044,2016-01-27,1.0,3.0,11.0,6.0,0.0,2.0,1.0,0.11776666666666664,Wednesday,False
Bristol Museum,visits,819.0,2016-01-28,,2017/05/10 14:50:56.500+00,4980,2016-01-28,7.0,0.0,20.0,12.0,0.0,0.0,0.0,,Thursday,False
Bristol Museum,visits,729.0,2016-01-29,,2017/05/10 14:50:56.504+00,5198,2016-01-29,2.0,1.0,8.0,10.0,0.0,1.0,0.0,0.4019,Friday,False
Bristol Museum,visits,2080.0,2016-01-30,,2017/05/10 14:50:56.507+00,5192,2016-01-30,3.0,5.0,4.0,4.0,1.0,3.0,1.0,0.08188,Saturday,True
Bristol Museum,visits,1441.0,2016-01-31,,2017/05/10 14:50:56.511+00,5186,2016-01-31,0.0,4.0,4.0,2.0,2.0,2.0,0.0,0.170425,Sunday,True
Bristol Museum,visits,591.0,2016-02-01,,2017/05/10 14:50:56.514+00,5180,2016-02-01,4.0,1.0,6.0,11.0,0.0,1.0,0.0,0.902,Monday,False
Bristol Museum,visits,660.0,2016-02-02,,2017/05/10 14:50:56.518+00,5174,2016-02-02,2.0,6.0,44.0,13.0,5.0,1.0,0.0,0.06671666666666666,Tuesday,False
Bristol Museum,visits,676.0,2016-02-03,,2017/05/10 14:50:56.522+00,5168,2016-02-03,3.0,0.0,2.0,1.0,0.0,0.0,0.0,,Wednesday,False
Bristol Museum,visits,630.0,2016-02-04,,2017/05/10 14:50:56.525+00,5063,2016-02-04,4.0,7.0,6.0,16.0,4.0,1.0,2.0,-0.05314285714285715,Thursday,False
Bristol Museum,visits,654.0,2016-02-05,,2017/05/10 14:50:56.529+00,5039,2016-02-05,12.0,9.0,12.0,14.0,5.0,2.0,2.0,0.005044444444444431,Friday,False
Bristol Museum,visits,3000.0,2016-02-06,,2017/05/10 14:50:56.532+00,5164,2016-02-06,7.0,7.0,,,3.0,4.0,0.0,0.2772571428571428,Saturday,True
